,cnt,t_real,t_feels_like,humidity,wind_speed,is_weekend,season
7713,48,2.0,-0.5,90.0,7.5,0,2
7714,35,2.0,0.0,87.0,6.5,0,2
7715,26,2.0,0.0,87.0,6.5,0,2
7716,38,1.5,-1.0,90.0,8.0,0,2
7717,96,2.0,2.0,87.0,2.0,0,2
7718,513,2.0,0.0,87.0,6.0,0,2
7719,1778,2.0,-0.5,87.0,8.0,0,2
7720,3919,2.5,-1.0,87.0,12.0,0,2
7721,1927,3.0,0.0,87.0,11.0,0,2
7722,780,4.5,2.0,78.5,10.0,0,2
7723,733,6.5,5.0,73.5,8.5,0,2
7724,899,7.0,5.5,68.5,9.0,0,2
7725,861,7.5,5.0,59.0,15.0,0,2
7726,871,8.0,5.0,57.0,19.0,0,2
7727,916,7.0,4.0,61.0,15.0,0,2
7728,1305,7.0,5.0,61.0,13.0,0,2
7729,2841,7.0,4.0,63.5,15.0,0,2
7730,2735,7.0,5.0,61.0,13.0,0,2
7731,1510,7.0,4.5,63.5,14.0,0,2
7732,874,7.0,5.0,66.0,11.0,0,2
7733,581,7.5,5.5,68.5,13.0,0,2
7734,378,8.0,5.0,68.5,20.0,0,2
7735,143,8.0,5.0,73.5,17.5,0,2
7736,80,7.0,4.0,84.0,19.5,0,2
7737,50,8.0,4.0,82.0,25.0,0,2
7738,37,8.0,4.5,84.5,23.0,0,2
7739,17,8.0,5.0,90.0,18.0,0,2
7740,19,9.0,6.0,87.0,19.5,0,2
7741,60,9.0,6.0,94.0,23.0,0,2
7742,368,10.0,7.5,91.0,18.5,0,2
7743,1320,10.0,8.0,94.0,18.0,0,2
7744,3120,10.5,9.5,91.0,16.0,0,2
7745,1711,10.0,8.0,85.0,17.0,0,2
7746,755,10.0,8.0,73.5,15.0,0,2
7747,585,9.5,7.0,79.0,19.5,0,2
7748,627,9.5,6.5,76.5,20.5,0,2
7749,735,9.0,6.0,82.0,19.0,0,2
7750,622,9.0,6.0,82.0,20.0,0,2
7751,840,9.0,6.0,82.0,21.0,0,2
7752,1207,9.0,6.0,82.0,21.0,0,2
7753,2563,9.0,6.0,72.0,21.0,0,2
7754,2652,10.0,7.0,79.0,20.0,0,2
7755,1420,9.5,6.5,79.0,23.0,0,2
7756,945,9.0,6.0,79.0,23.0,0,2
7757,626,9.0,6.0,79.0,19.5,0,2
7758,501,8.0,5.0,72.0,18.5,0,2
7759,315,8.0,5.0,84.5,19.5,0,2
7760,169,8.0,5.0,87.0,19.5,0,2
7761,95,8.0,5.0,87.0,16.0,0,2
7762,68,8.5,5.5,81.5,18.5,0,2
7763,19,8.5,5.5,79.0,18.0,0,2
7764,40,9.0,6.0,79.0,21.5,0,2
7765,89,9.0,5.5,76.0,25.0,0,2
7766,550,8.5,5.5,81.5,23.0,0,2
7767,1932,9.0,6.0,76.0,24.0,0,2
7768,4170,9.0,5.5,76.0,26.0,0,2
7769,1803,9.0,6.0,79.0,23.0,0,2
7770,835,9.5,6.5,79.0,21.0,0,2
7771,757,10.0,7.0,76.0,21.0,0,2
7772,988,11.0,11.0,69.5,19.5,0,2
7773,962,11.0,11.0,64.5,20.5,0,2
7774,958,11.0,11.0,72.0,21.0,0,2
7775,1063,10.0,8.0,60.0,16.0,0,2
7776,1445,9.0,8.0,66.0,6.5,0,2
7777,2857,9.0,7.5,66.0,9.0,0,2
7778,2799,9.0,8.0,73.5,6.0,0,2
7779,1612,8.0,7.5,82.0,5.5,0,2
7780,1032,8.0,6.5,82.0,7.5,0,2
7781,798,7.5,6.5,72.0,6.5,0,2
7782,570,7.0,5.5,90.0,7.0,0,2
7783,389,8.0,7.0,87.0,6.5,0,2
7784,175,8.0,6.5,87.0,8.0,0,2
7785,117,7.5,6.0,90.0,7.5,0,2
7786,61,7.5,6.5,90.0,6.5,0,2
7787,34,7.0,6.5,93.0,5.0,0,2
7788,49,8.0,6.5,90.0,7.5,0,2
7789,94,8.0,8.0,87.0,2.0,0,2
7790,509,8.0,8.0,93.0,2.0,0,2
7791,1912,8.0,8.0,93.0,0.0,0,2
7792,4203,9.0,8.0,87.0,6.5,0,2
7793,2217,9.0,8.0,87.0,9.0,0,2
7794,941,10.0,9.0,82.0,7.0,0,2
7795,867,10.5,9.5,79.5,10.0,0,2
7796,1120,11.0,11.0,77.0,7.0,0,2
7797,1176,11.0,11.0,77.0,9.0,0,2
7798,1082,11.0,11.0,77.0,6.0,0,2
7799,1136,11.0,11.0,77.0,8.0,0,2
7800,1403,11.0,11.0,77.0,10.0,0,2
7801,2675,10.0,8.0,72.0,12.0,0,2
7802,2571,10.0,8.0,88.0,11.0,0,2
7803,1521,10.0,8.5,91.0,10.0,0,2
7804,948,10.0,8.5,72.0,9.0,0,2
7805,728,10.0,9.0,91.0,9.0,0,2
7806,583,10.0,9.0,88.0,8.0,0,2
7807,504,10.0,8.0,88.0,11.0,0,2
7808,265,10.0,8.0,88.0,11.0,0,2
7809,166,11.0,11.0,72.0,13.0,0,2
7810,145,11.0,11.0,82.0,10.0,0,2
7811,83,11.0,11.0,88.0,12.0,0,2
7812,58,11.0,11.0,88.0,12.0,0,2
7813,89,11.0,11.0,88.0,16.0,0,2
7814,449,11.0,11.0,88.0,15.0,0,2
7815,1593,11.0,11.0,94.0,16.0,0,2
7816,3425,12.0,12.0,88.0,19.0,0,2
7817,2003,12.5,12.5,85.0,22.0,0,2
7818,957,13.0,13.0,88.0,21.0,0,2
7819,853,13.5,13.5,72.0,20.5,0,2
7820,1230,13.0,13.0,88.0,19.5,0,2
7821,1254,13.5,13.5,82.5,23.0,0,2
7822,1052,13.0,13.0,77.0,32.0,0,2
7823,1175,12.5,12.5,72.0,27.0,0,2
7824,1434,12.0,12.0,82.0,24.0,0,2
7825,2542,12.0,12.0,82.0,18.5,0,2
7826,2161,12.0,12.0,82.0,20.5,0,2
7827,1097,12.0,12.0,85.0,21.5,0,2
7828,447,9.0,5.0,82.0,31.5,0,2
7829,285,9.0,5.5,82.0,28.5,0,2
7830,404,8.0,3.5,71.0,36.0,0,2
7831,350,7.0,3.0,73.5,28.0,0,2
7832,327,6.5,2.0,73.5,28.0,1,2
7833,233,6.0,1.5,76.0,28.0,1,2
7834,197,6.0,1.0,72.0,30.5,1,2
7835,128,5.5,1.0,70.5,26.0,1,2
7836,85,5.0,1.0,70.0,22.0,1,2
7837,63,4.0,0.0,75.0,22.0,1,2
7838,130,4.0,0.0,75.0,22.0,1,2
7839,233,4.0,-0.5,75.0,23.0,1,2
7840,434,5.0,1.0,73.0,22.0,1,2
7841,817,7.0,4.0,66.0,20.0,1,2
7842,1165,7.5,4.0,68.5,23.0,1,2
7843,1362,8.5,4.5,64.0,26.0,1,2
7844,1534,9.0,6.0,62.0,26.0,1,2
7845,1456,10.0,7.0,64.5,23.0,1,2
7846,1469,10.0,6.5,62.0,29.5,1,2
7847,1358,10.0,7.0,67.0,27.0,1,2
7848,1201,10.0,7.0,69.0,30.0,1,2
7849,1032,10.5,9.0,69.0,30.5,1,2
7850,732,11.0,11.0,72.0,34.0,1,2
7851,650,11.5,11.5,69.5,36.0,1,2
7852,463,11.0,11.0,72.0,34.0,1,2
7853,428,11.0,11.0,69.5,32.0,1,2
7854,440,11.0,11.0,72.0,30.5,1,2
7855,399,11.0,11.0,69.5,29.0,1,2
7856,475,11.0,11.0,67.0,29.0,1,2
7857,370,11.0,11.0,72.0,27.0,1,2
7858,284,11.0,11.0,72.0,27.0,1,2
7859,180,11.0,11.0,72.0,26.0,1,2
7860,131,11.0,11.0,72.0,29.0,1,2
7861,68,11.0,11.0,72.0,25.0,1,2
7862,87,11.0,11.0,72.0,27.0,1,2
7863,123,11.0,11.0,77.0,24.0,1,2
7864,248,11.5,11.5,79.5,28.0,1,2
7865,448,12.0,12.0,72.0,36.0,1,2
7866,818,13.0,13.0,63.0,39.0,1,2
7867,1047,13.0,13.0,65.0,42.5,1,2
7868,868,12.0,12.0,77.0,35.0,1,2
7869,1029,13.5,13.5,65.0,43.0,1,2
7870,1091,14.0,14.0,65.0,45.0,1,2
7871,1046,14.0,14.0,67.0,46.0,1,2
7872,885,14.0,14.0,67.0,47.0,1,2
7873,664,13.0,13.0,72.0,39.0,1,2
7874,417,13.0,13.0,77.0,39.0,1,2
7875,246,12.0,12.0,88.0,33.0,1,2
7876,201,12.5,12.5,79.5,34.0,1,2
7877,241,11.5,11.5,74.5,30.5,1,2
7878,246,11.0,11.0,69.5,34.0,1,2
7879,179,11.0,11.0,67.0,33.0,1,2
7880,161,11.0,11.0,64.5,25.0,0,2
7881,72,10.0,7.5,69.0,21.5,0,2
7882,58,10.0,8.0,69.0,11.0,0,2
7883,22,10.0,8.0,71.0,13.0,0,2
7884,29,10.0,8.0,76.0,16.0,0,2
7885,76,9.0,8.0,84.5,6.5,0,2
7886,432,9.5,7.5,94.0,14.0,0,2
7887,1679,11.5,11.5,85.0,21.0,0,2
7888,3650,12.0,12.0,79.5,29.5,0,2
7889,1825,13.0,13.0,74.5,29.5,0,2
7890,740,13.0,13.0,69.5,30.5,0,2
7891,726,13.5,13.5,72.0,35.0,0,2
7892,861,13.5,13.5,69.5,34.0,0,2
7893,780,14.0,14.0,72.0,38.0,0,2
7894,777,13.5,13.5,72.0,38.0,0,2
7895,853,13.0,13.0,77.0,37.0,0,2
7896,1072,13.5,13.5,79.5,36.0,0,2
7897,2161,13.0,13.0,85.0,35.0,0,2
7898,2461,13.0,13.0,82.0,33.0,0,2
7899,1406,14.0,14.0,79.5,32.0,0,2
7900,518,13.0,13.0,72.0,27.0,0,2
7901,329,13.0,13.0,88.0,25.0,0,2
7902,230,10.5,9.5,94.0,12.0,0,2
7903,88,10.0,9.0,94.0,7.0,0,3
7904,40,10.0,10.0,94.0,5.0,0,3
7905,34,9.5,9.0,97.0,5.0,0,3
7906,22,10.0,10.0,94.0,6.0,0,3
7907,24,10.0,10.0,94.0,6.0,0,3
7908,114,11.5,11.5,97.0,10.5,0,3
7909,582,13.5,13.5,88.0,23.0,0,3
7910,1915,14.0,14.0,82.0,23.0,0,3
7911,4185,14.0,14.0,79.5,27.0,0,3
7912,1919,14.0,14.0,79.5,26.0,0,3
7913,827,14.0,14.0,72.0,29.0,0,3
7914,763,14.0,14.0,72.0,33.0,0,3
7915,976,15.0,15.0,68.0,27.0,0,3
7916,1101,14.5,14.5,67.5,29.5,0,3
7917,909,15.0,15.0,63.0,25.0,0,3
7918,1044,14.5,14.5,65.0,25.0,0,3
7919,1468,14.5,14.5,65.0,20.5,0,3
7920,2986,14.0,14.0,63.0,22.0,0,3
7921,3073,14.0,14.0,57.0,23.0,0,3
7922,1720,14.0,14.0,55.0,27.0,0,3
7923,1067,13.5,13.5,55.0,25.0,0,3
7924,748,13.5,13.5,55.0,20.5,0,3
7925,601,13.0,13.0,61.0,20.0,0,3
7926,353,13.0,13.0,61.0,21.0,0,3
7927,195,13.0,13.0,59.0,19.0,0,3
7928,128,13.0,13.0,63.0,18.5,0,3
7929,70,13.0,13.0,67.0,17.0,0,3
7930,44,13.0,13.0,67.0,22.5,0,3
7931,54,13.0,13.0,65.0,21.5,0,3
7932,107,13.0,13.0,65.0,21.5,0,3
7933,616,13.0,13.0,67.0,20.0,0,3
7934,2111,13.0,13.0,67.0,20.0,0,3
7935,4323,13.0,13.0,72.0,21.5,0,3
7936,2192,12.5,12.5,74.5,23.0,0,3
7937,993,13.0,13.0,74.5,20.0,0,3
7938,870,13.0,13.0,77.0,21.0,0,3
7939,1097,13.0,13.0,77.0,23.0,0,3
7940,1085,13.5,13.5,74.5,19.0,0,3
7941,1040,13.5,13.5,74.5,24.0,0,3
7942,1092,13.0,13.0,77.0,22.0,0,3
7943,1442,13.0,13.0,77.0,21.0,0,3
7944,2802,13.0,13.0,72.0,19.5,0,3
7945,2914,13.0,13.0,77.0,18.5,0,3
7946,1732,13.0,13.0,77.0,20.0,0,3
7947,1010,13.0,13.0,77.0,21.0,0,3
7948,736,13.0,13.0,77.0,19.5,0,3
7949,664,13.0,13.0,77.0,23.0,0,3
7950,472,13.0,13.0,79.5,22.0,0,3
7951,129,13.0,13.0,72.0,24.0,0,3
7952,52,13.0,13.0,79.5,21.0,0,3
7953,115,13.0,13.0,77.0,20.0,0,3
7954,55,13.0,13.0,77.0,20.5,0,3
7955,46,13.0,13.0,77.0,17.0,0,3
7956,120,13.0,13.0,77.0,18.0,0,3
7957,607,13.0,13.0,77.0,15.0,0,3
7958,2005,13.0,13.0,77.0,14.0,0,3
7959,4369,13.0,13.0,77.0,15.0,0,3
7960,2266,13.0,13.0,77.0,19.5,0,3
7961,1024,13.0,13.0,77.0,19.0,0,3
7962,861,13.0,13.0,77.0,18.0,0,3
7963,1105,13.0,13.0,77.0,19.0,0,3
7964,1144,13.0,13.0,77.0,19.0,0,3
7965,972,13.0,13.0,74.5,19.5,0,3
7966,1171,13.0,13.0,72.0,19.0,0,3
7967,1422,13.0,13.0,72.0,18.5,0,3
7968,2758,13.0,13.0,69.5,21.0,0,3
7969,2620,13.0,13.0,69.5,22.0,0,3
7970,1131,12.5,12.5,74.5,27.0,0,3
7971,641,12.0,12.0,79.5,28.5,0,3
7972,544,12.5,12.5,79.5,32.0,0,3
7973,443,12.5,12.5,85.0,30.5,0,3
7974,299,13.5,13.5,85.0,30.0,0,3
7975,184,11.5,11.5,72.0,32.5,0,3
7976,178,11.5,11.5,69.5,32.0,0,3
7977,114,10.0,7.5,67.0,21.5,0,3
7978,72,10.0,7.5,67.0,20.5,0,3
7979,55,9.0,6.0,71.0,23.0,0,3
7980,92,8.0,5.0,73.5,20.0,0,3
7981,485,8.0,4.5,71.0,22.5,0,3
7982,1668,8.0,4.5,71.0,21.5,0,3
7983,3739,8.0,5.0,76.0,20.0,0,3
7984,2151,9.5,6.5,71.0,21.5,0,3
7985,1065,10.5,9.0,71.5,23.0,0,3
7986,1004,11.5,11.5,69.5,23.0,0,3
7987,1297,12.5,12.5,65.0,25.0,0,3
7988,1329,13.0,13.0,63.0,26.0,0,3
7989,1157,13.0,13.0,72.0,24.0,0,3
7990,1297,13.0,13.0,63.0,27.0,0,3
7991,1557,13.0,13.0,65.0,26.0,0,3
7992,2619,12.0,12.0,74.5,26.0,0,3
7993,2148,12.0,12.0,74.5,25.0,0,3
7994,1327,12.5,12.5,69.5,27.0,0,3
7995,791,12.0,12.0,74.5,24.0,0,3
7996,603,12.5,12.5,72.0,27.0,0,3
7997,567,12.0,12.0,72.0,28.5,0,3
7998,457,12.0,12.0,67.0,35.0,0,3
7999,495,13.0,13.0,63.0,34.0,1,3
8000,403,12.0,12.0,67.0,36.0,1,3
8001,296,12.0,12.0,69.5,38.0,1,3
8002,169,12.0,12.0,69.5,35.0,1,3
8003,159,12.0,12.0,69.5,35.0,1,3
8004,80,12.0,12.0,72.0,31.5,1,3
8005,108,12.0,12.0,72.0,30.5,1,3
8006,199,12.0,12.0,67.0,34.0,1,3
8007,408,12.0,12.0,67.0,34.5,1,3
8008,695,12.5,12.5,65.0,39.0,1,3
8009,995,13.0,13.0,65.0,39.0,1,3
8010,1135,13.0,13.0,63.0,39.5,1,3
8011,1480,13.0,13.0,63.0,36.0,1,3
8012,1407,13.0,13.0,65.0,32.0,1,3
8013,1262,13.0,13.0,67.0,36.0,1,3
8014,1325,13.0,13.0,67.0,34.0,1,3
8015,1129,12.5,12.5,69.5,38.0,1,3
8016,990,13.0,13.0,65.0,40.0,1,3
8017,960,13.5,13.5,65.0,37.0,1,3
8018,853,13.0,13.0,69.5,38.0,1,3
8019,595,13.0,13.0,63.0,45.0,1,3
8020,435,13.0,13.0,63.0,42.5,1,3
8021,482,13.0,13.0,61.0,41.5,1,3
8022,451,13.0,13.0,63.0,38.0,1,3
8023,446,13.0,13.0,72.0,35.0,1,3
8024,418,13.0,13.0,67.0,34.0,1,3
8025,325,13.0,13.0,69.5,31.5,1,3
8026,225,13.0,13.0,72.0,35.0,1,3
8027,113,13.0,13.0,79.5,30.5,1,3
8028,98,13.0,13.0,77.0,25.0,1,3
8029,100,13.0,13.0,79.5,25.0,1,3
8030,109,13.0,13.0,85.0,28.0,1,3
8031,224,13.5,13.5,85.0,22.5,1,3
8032,537,14.0,14.0,77.0,26.0,1,3
8033,827,14.5,14.5,72.0,32.0,1,3
8034,1234,15.0,15.0,68.0,28.0,1,3
8035,1467,14.0,14.0,74.5,29.0,1,3
8036,1446,13.5,13.5,72.0,21.0,1,3
8037,1449,14.0,14.0,72.0,23.0,1,3
8038,1491,14.0,14.0,79.5,22.0,1,3
8039,1156,14.0,14.0,82.0,17.0,1,3
8040,980,13.0,13.0,88.0,15.0,1,3
8041,930,13.0,13.0,72.0,14.0,1,3
8042,518,13.0,13.0,94.0,13.0,1,3
8043,456,13.0,13.0,94.0,9.0,1,3
8044,372,13.0,13.0,72.0,13.0,1,3
8045,330,14.0,14.0,85.0,12.0,1,3
8046,227,13.0,13.0,94.0,15.0,1,3
8047,132,13.5,13.5,85.0,14.0,0,3
8048,78,13.5,13.5,85.0,12.0,0,3
8049,54,14.0,14.0,72.0,12.0,0,3
8050,27,14.0,14.0,82.0,11.0,0,3
8051,29,14.0,14.0,82.0,15.0,0,3
8052,119,14.0,14.0,82.0,16.0,0,3
8053,548,13.0,13.0,88.0,13.0,0,3
8054,1900,14.0,14.0,82.0,12.0,0,3
8055,3999,14.0,14.0,82.0,17.0,0,3
8056,1659,14.0,14.0,82.0,16.0,0,3
8057,859,13.5,13.5,85.0,9.0,0,3
8058,750,14.0,14.0,82.0,13.0,0,3
8059,956,13.5,13.5,85.0,13.0,0,3
8060,964,14.0,14.0,82.0,12.0,0,3
8061,922,13.5,13.5,82.0,12.0,0,3
8062,1096,13.0,13.0,82.0,10.0,0,3
8063,1455,12.5,12.5,85.0,13.0,0,3
8064,2886,12.0,12.0,85.0,12.0,0,3
8065,2952,12.0,12.0,72.0,16.0,0,3
8066,1710,12.0,12.0,82.0,19.5,0,3
8067,1066,12.5,12.5,77.0,18.0,0,3
8068,711,13.0,13.0,72.0,19.5,0,3
8069,536,13.0,13.0,72.0,22.0,0,3
8070,326,13.0,13.0,72.0,20.5,0,3
8071,187,13.0,13.0,72.0,23.0,0,3
8072,91,13.0,13.0,74.5,21.0,0,3
8073,44,13.0,13.0,74.5,17.0,0,3
8074,44,13.0,13.0,77.0,22.0,0,3
8075,24,12.5,12.5,85.0,17.0,0,3
8076,96,13.0,13.0,88.0,16.0,0,3
8077,474,13.0,13.0,88.0,14.0,0,3
8078,1676,13.5,13.5,85.0,18.5,0,3
8079,3002,14.0,14.0,82.0,18.5,0,3
8080,1400,14.0,14.0,82.0,19.5,0,3
8081,843,14.0,14.0,82.0,19.5,0,3
8082,678,14.0,14.0,82.0,18.0,0,3
8083,796,14.5,14.5,72.0,24.0,0,3
8084,988,14.0,14.0,65.0,25.0,0,3
8085,986,14.0,14.0,57.0,23.0,0,3
8086,991,12.0,12.0,67.5,25.0,0,3
8087,1376,11.0,11.0,64.5,23.0,0,3
8088,2819,11.0,11.0,62.0,23.0,0,3
8089,2724,11.0,11.0,62.0,22.0,0,3
8090,1547,10.5,9.0,64.5,27.0,0,3
8091,1064,10.0,7.0,67.0,25.0,0,3
8092,651,9.5,6.5,69.0,21.0,0,3
8093,564,9.0,6.0,71.0,19.0,0,3
8094,365,8.0,5.0,76.0,17.0,0,3
8095,180,8.0,5.0,82.0,21.0,0,3
8096,113,7.5,4.5,72.0,18.5,0,3
8097,79,7.0,4.0,81.0,17.0,0,3
8098,58,7.0,4.0,81.0,17.0,0,3
8099,51,6.0,3.0,84.0,16.0,0,3
8100,94,6.0,3.5,81.0,12.0,0,3
8101,574,6.0,4.5,81.0,7.5,0,3
8102,2004,6.5,4.5,78.5,9.0,0,3
8103,4208,7.0,5.0,76.0,9.0,0,3
8104,2130,8.5,6.5,71.0,11.0,0,3
8105,974,10.0,8.0,69.0,14.0,0,3
8106,947,11.5,11.5,65.0,19.0,0,3
8107,1141,12.0,12.0,72.0,21.5,0,3
8108,1239,12.5,12.5,61.0,23.0,0,3
8109,1048,12.5,12.5,61.0,23.0,0,3
8110,1189,11.5,11.5,69.5,20.5,0,3
8111,1497,11.0,11.0,74.5,20.5,0,3
8112,2771,11.0,11.0,72.0,20.0,0,3
8113,2738,11.0,11.0,72.0,21.0,0,3
8114,1549,11.0,11.0,74.5,21.0,0,3
8115,987,11.0,11.0,77.0,22.0,0,3
8116,791,11.5,11.5,74.5,24.0,0,3
8117,688,12.0,12.0,77.0,24.0,0,3
8118,512,12.0,12.0,69.5,27.0,0,3
8119,321,12.0,12.0,72.0,25.0,0,3
8120,190,12.0,12.0,69.5,28.0,0,3
8121,101,11.0,11.0,77.0,24.0,0,3
8122,53,11.0,11.0,72.0,26.5,0,3
8123,51,11.0,11.0,72.0,23.0,0,3
8124,107,11.5,11.5,69.5,19.5,0,3
8125,554,12.0,12.0,72.0,20.5,0,3
8126,1944,12.0,12.0,67.0,22.0,0,3
8127,4091,12.0,12.0,69.5,23.0,0,3
8128,2202,12.0,12.0,74.5,25.0,0,3
8129,949,12.0,12.0,77.0,25.0,0,3
8130,615,11.5,11.5,79.5,27.0,0,3
8131,971,11.0,11.0,85.0,25.0,0,3
8132,985,12.0,12.0,77.0,21.0,0,3
8133,869,12.0,12.0,77.0,24.0,0,3
8134,1014,12.0,12.0,77.0,25.0,0,3
8135,1396,12.0,12.0,77.0,25.0,0,3
8136,2471,12.0,12.0,82.0,24.0,0,3
8137,1865,12.0,12.0,85.0,25.0,0,3
8138,1046,12.0,12.0,82.0,24.0,0,3
8139,467,11.0,11.0,88.0,16.0,0,3
8140,274,11.0,11.0,88.0,13.0,0,3
8141,226,10.0,8.0,91.0,17.0,0,3
8142,353,10.0,8.0,94.0,11.0,0,3
8143,350,10.0,9.0,94.0,8.0,0,3
8144,272,10.5,9.5,91.0,18.5,0,3
8145,139,11.0,11.0,82.0,19.5,0,3
8146,80,11.0,11.0,82.0,22.0,0,3
8147,76,11.0,11.0,79.5,22.0,0,3
8148,111,11.0,11.0,77.0,20.0,0,3
8149,498,11.0,11.0,77.0,23.0,0,3
8150,1588,11.0,11.0,74.5,24.0,0,3
8151,3452,11.0,11.0,72.0,23.0,0,3
8152,1999,11.0,11.0,72.0,20.0,0,3
8153,966,11.0,11.0,69.5,21.0,0,3
8154,911,11.0,11.0,72.0,26.0,0,3
8155,1133,10.5,9.0,72.0,26.0,0,3
8156,1071,11.0,11.0,74.5,26.0,0,3
8157,798,10.5,9.0,77.0,24.0,0,3
8158,847,10.0,6.5,76.0,28.5,0,3
8159,1333,10.0,7.5,72.0,20.5,0,3
8160,2326,10.0,7.5,72.0,19.5,0,3
8161,1953,9.5,7.0,69.0,20.5,0,3
8162,1142,9.0,6.0,71.0,21.0,0,3
8163,737,8.5,5.5,73.5,17.0,0,3
8164,525,8.0,5.5,73.5,14.0,0,3
8165,479,7.5,5.5,76.0,12.0,0,3
8166,473,7.0,4.5,78.5,13.0,0,3
8167,507,7.0,4.0,78.5,16.0,1,3
8168,461,7.0,5.0,72.0,13.0,1,3
8169,110,7.0,6.0,76.0,6.0,1,3
8170,207,8.0,7.0,71.0,6.5,1,3
8171,396,8.0,7.0,71.0,6.0,1,3
8172,716,8.5,7.5,73.5,6.0,1,3
8173,1033,10.5,10.0,82.0,12.0,1,3
8174,1100,12.0,12.0,82.0,20.0,1,3
8175,1308,13.0,13.0,77.0,26.0,1,3
8176,1409,13.5,13.5,69.5,33.0,1,3
8177,1359,14.0,14.0,67.0,33.0,1,3
8178,1304,14.0,14.0,67.0,32.0,1,3
8179,1056,14.0,14.0,72.0,34.0,1,3
8180,1021,13.5,13.5,74.5,32.5,1,3
8181,946,14.0,14.0,72.0,33.0,1,3
8182,778,14.0,14.0,67.0,32.0,1,3
8183,668,14.0,14.0,69.5,31.5,1,3
8184,513,14.0,14.0,72.0,31.0,1,3
8185,454,14.0,14.0,72.0,32.0,1,3
8186,469,13.5,13.5,74.5,32.0,1,3
8187,372,12.0,10.5,77.0,25.0,1,3
8188,277,8.0,6.0,72.0,11.0,1,3
8189,194,7.5,6.0,90.0,8.0,1,3
8190,156,7.0,6.0,93.0,6.5,1,3
8191,85,7.0,5.5,93.0,8.0,1,3
8192,49,7.0,5.0,93.0,10.0,1,3
8193,78,7.0,5.0,93.0,12.0,1,3
8194,110,7.0,4.0,93.0,16.0,1,3
8195,175,7.0,5.0,93.0,12.0,1,3
8196,331,7.0,4.5,93.0,14.0,1,3
8197,628,7.5,5.0,93.0,13.0,1,3
8198,756,8.0,6.0,93.0,11.0,1,3
8199,990,8.5,6.5,93.5,12.0,1,3
8200,1128,9.0,8.0,94.0,8.0,1,3
8201,1202,9.0,8.0,94.0,6.5,1,3
8202,1060,9.0,8.0,94.0,9.0,1,3
8203,971,9.0,7.5,94.0,10.0,1,3
8204,846,9.0,8.0,94.0,9.0,1,3
8205,817,9.5,9.0,97.0,6.5,1,3
8206,601,10.0,10.0,94.0,6.0,1,3
8207,499,10.0,10.0,88.0,5.0,1,3
8208,346,10.0,8.0,85.0,12.0,1,3
8209,339,9.0,8.0,72.0,7.0,1,3
8210,281,8.5,7.0,87.0,8.5,1,3
8211,157,8.0,7.0,93.0,7.0,0,3
8212,69,8.5,6.5,87.0,10.0,0,3
8213,46,9.0,7.5,72.0,10.0,0,3
8214,40,9.0,7.5,87.0,11.0,0,3
8215,40,9.0,7.5,84.5,10.0,0,3
8216,97,9.0,8.0,82.0,9.0,0,3
8217,538,9.0,8.0,82.0,8.0,0,3
8218,1808,8.5,7.0,84.5,8.5,0,3
8219,3761,8.0,6.0,87.0,10.0,0,3
8220,1909,9.0,7.5,84.5,11.0,0,3
8221,783,9.0,7.5,84.5,10.0,0,3
8222,763,9.5,8.0,84.5,10.0,0,3
8223,946,10.0,8.0,72.0,13.0,0,3
8224,1057,10.0,8.0,79.0,12.0,0,3
8225,947,10.0,8.5,82.0,10.0,0,3
8226,1081,10.0,9.0,76.0,9.0,0,3
8227,1090,10.0,8.5,79.0,10.0,0,3
8228,2687,9.0,7.0,87.0,12.0,0,3
8229,2696,9.5,8.0,84.5,9.0,0,3
8230,1579,10.0,8.5,82.0,9.0,0,3
8231,890,10.0,9.5,72.0,6.5,0,3
8232,429,9.0,7.5,90.5,10.0,0,3
8233,220,9.0,8.0,94.0,7.5,0,3
8234,202,9.0,7.0,94.0,11.0,0,3
8235,159,9.0,8.0,94.0,7.5,0,3
8236,87,9.5,8.5,94.0,7.0,0,3
8237,68,10.0,8.5,94.0,9.0,0,3
8238,31,10.0,9.5,94.0,6.5,0,3
8239,30,10.0,9.0,94.0,8.0,0,3
8240,105,10.5,10.0,94.0,7.0,0,3
8241,553,10.5,10.0,97.0,10.0,0,3
8242,1794,10.0,8.0,100.0,12.0,0,3
8243,3722,11.0,11.0,72.0,8.0,0,3
8244,1899,11.0,11.0,94.0,9.0,0,3
8245,907,12.0,12.0,94.0,11.0,0,3
8246,756,12.0,12.0,94.0,13.0,0,3
8247,991,12.0,12.0,72.0,14.0,0,3
8248,877,12.0,12.0,91.0,16.0,0,3
8249,918,12.5,12.5,85.0,15.0,0,3
8250,737,12.0,12.0,88.0,13.0,0,3
8251,853,12.0,12.0,88.0,12.0,0,3
8252,1130,12.0,12.0,88.0,11.0,0,3
8253,1631,12.0,12.0,88.0,11.0,0,3
8254,809,12.0,12.0,94.0,10.0,0,3
8255,705,13.0,13.0,88.0,11.0,0,3
8256,535,13.0,13.0,91.0,10.0,0,3
8257,482,13.0,13.0,94.0,10.0,0,3
8258,422,14.0,14.0,88.0,16.0,0,3
8259,225,14.0,14.0,88.0,17.0,0,3
8260,119,14.0,14.0,88.0,17.0,0,3
8261,67,14.0,14.0,88.0,18.0,0,3
8262,55,14.0,14.0,85.0,16.0,0,3
